,origin_airport_ID,dest_airport_ID,Route,Num_Flights,prop_early,prop_delayed,prop_over_15pct_delay_air,prop_over_25pct_delay_air,45_or_over_del,prop_tarmac_wait_over_5_extra
53,12892,14683,"Los Angeles, CA_San Antonio, TX",169,0.6686390532544378,0.30177514792899407,0.10650887573964497,0.07692307692307693,0.07100591715976332,0.3609467455621302
54,12892,14122,"Los Angeles, CA_Pittsburgh, PA",39,0.717948717948718,0.2564102564102564,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.28205128205128205
55,12892,14107,"Los Angeles, CA_Phoenix, AZ",584,0.571917808219178,0.3476027397260274,0.2054794520547945,0.14897260273972604,0.04794520547945205,0.3407534246575342
56,12892,14100,"Los Angeles, CA_Philadelphia, PA",219,0.5981735159817352,0.3607305936073059,0.0730593607305936,0.0410958904109589,0.0730593607305936,0.2876712328767123
57,12892,13476,"Los Angeles, CA_Monterey, CA",109,0.6238532110091743,0.3486238532110092,0.27522935779816515,0.27522935779816515,0.13761467889908258,0.5137614678899083
58,12892,12478,"Los Angeles, CA_New York, NY",1064,0.625,0.31860902255639095,0.06954887218045112,0.045112781954887216,0.06766917293233082,0.40789473684210525
59,12892,12889,"Los Angeles, CA_Las Vegas, NV",1062,0.5969868173258004,0.3540489642184557,0.23728813559322035,0.1873822975517891,0.06779661016949153,0.3568738229755179
60,12892,12758,"Los Angeles, CA_Kona, HI",158,0.6329113924050633,0.27848101265822783,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.41139240506329117
61,12892,12339,"Los Angeles, CA_Indianapolis, IN",60,0.5666666666666667,0.4,0.1,0.1,0.1,0.25
62,12892,12441,"Los Angeles, CA_Jackson, WY",44,0.6136363636363636,0.3409090909090909,0.22727272727272727,0.20454545454545456,0.18181818181818182,0.20454545454545456
63,12892,13204,"Los Angeles, CA_Orlando, FL",259,0.5212355212355212,0.42084942084942084,0.07335907335907337,0.03861003861003861,0.05019305019305019,0.23938223938223938
64,12892,13244,"Los Angeles, CA_Memphis, TN",32,0.5625,0.375,0.125,0.03125,0.0625,0.15625
65,12892,13264,"Los Angeles, CA_Medford, OR",109,0.6788990825688074,0.3119266055045872,0.23853211009174313,0.22018348623853212,0.1743119266055046,0.23853211009174313
66,12892,13388,"Los Angeles, CA_Mammoth Lakes, CA",31,0.41935483870967744,0.41935483870967744,0.3870967741935484,0.3870967741935484,0.25806451612903225,0.22580645161290322
67,12892,13303,"Los Angeles, CA_Miami, FL",223,0.4304932735426009,0.5426008968609866,0.05829596412556054,0.04484304932735426,0.04932735426008968,0.33183856502242154
68,12892,13198,"Los Angeles, CA_Kansas City, MO",162,0.48148148148148145,0.4012345679012346,0.09259259259259259,0.06790123456790123,0.06172839506172839,0.19135802469135801
69,12892,12982,"Los Angeles, CA_Lihue, HI",139,0.7194244604316546,0.26618705035971224,0.04316546762589928,0.014388489208633094,0.04316546762589928,0.31654676258992803
70,12892,15023,"Los Angeles, CA_Santa Rosa, CA",64,0.828125,0.140625,0.09375,0.078125,0.0625,0.78125
